Inst,citingDOI,CR,citedDOI,title,journal_book,date,issn1,issn1Type,issn2,issn2Type,isbn
Berkeley,10.1016/j.tecto.2012.06.023,"Siegesmund S., 1993, SCI DRILL, V4, P31",nan,nan,SCI DRILL,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s10040-015-1318-2,"Siemon B, 2006, GROUNDWATER GEOPHYS, P155",nan,nan,GROUNDWATER GEOPHYS,nan,nan,nan,nan,nan,nan
Houston,10.1016/j.sedgeo.2018.06.003,"Sierra G. M., 2012, PETROLIUM GEOLOGY CO, V2",nan,nan,PETROLIUM GEOLOGY CO,nan,nan,nan,nan,nan,nan
Houston,10.1016/j.sedgeo.2018.06.003,"Sierra G., 2004, B CIENC TIERRA, V15, P9",nan,nan,B CIENC TIERRA,nan,nan,nan,nan,nan,nan
Berkeley,nan,"SIGAL J., 1952, MONOGRAPHIES REGIO 1, V1, p[26, 1]",nan,nan,MONOGRAPHIES REGIO 1,nan,nan,nan,nan,nan,nan
CUBoulder,10.2113/econgeo.109.5.1179,"Silberman M. L., 1972, SUMMARY RADIOMETRI 2, P7",nan,nan,SUMMARY RADIOMETRI 2,nan,nan,nan,nan,nan,nan
CUBoulder,10.4401/ag-5462,"Sileo G, 2007, B SOC GEOL ITAL, V126, P411",nan,nan,B SOC GEOL ITAL,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/2015WR017641,"Sillen X., 2010, 4 INT M CLAYS NAT EN",nan,nan,4 INT M CLAYS NAT EN,nan,nan,nan,nan,nan,nan
Berkeley,10.1130/G45436.1,"Sillitoe R.H., 2003, SOC EC GEOLOGISTS SP, V10, P315",nan,nan,SOC EC GEOLOGISTS SP,nan,nan,nan,nan,nan,nan
CUBoulder,10.2113/econgeo.109.5.1179,"Sillitoe RH, 2003, SOC EC GEOLOGISTS SP, V10, p315 ",nan,nan,SOC EC GEOLOGISTS SP,nan,nan,nan,nan,nan,nan
UCLA,10.1111/arcm.12421,"Silva A. S., 2006, MATER SCI FORUM, V1643, P514",nan,nan,MATER SCI FORUM,nan,nan,nan,nan,nan,nan
UCLA,10.1029/2012JC008008,"Silva da, 1994, ATLAS SURFACE MARINE, V1",nan,nan,ATLAS SURFACE MARINE,nan,nan,nan,nan,nan,nan
UCLA,10.1080/13632469.2017.1342291,"Silva PF, 2003, ACI STRUCT J, V100, P177",nan,nan,ACI STRUCT J,nan,nan,nan,nan,nan,nan
Berkeley,10.1785/0120150129,"Silva W. J., 1997, 770573 ASS UN INC BR",nan,nan,770573 ASS UN INC BR,nan,nan,nan,nan,nan,nan
Houston,10.1016/j.sedgeo.2018.06.003,"Silva-Tamayo J. C., 2018, GEOLOGY COLOMBIA BOO",nan,nan,GEOLOGY COLOMBIA BOO,nan,nan,nan,nan,nan,nan
UCLA,10.1029/2018GL078509,"SILVERMAN SM, 1970, SPACE SCI REV, V11, P341",nan,nan,SPACE SCI REV,nan,nan,nan,nan,nan,nan
CUBoulder,10.1029/2019SW002269,"SILVERMAN SM, 1995, J ATMOS TERR PHYS, V57, P673, DOI 10.1016/00219-1699(4E)0012C-",10.1016/00219-1699(4E)0012C-,nan,J ATMOS TERR PHYS,nan,nan,nan,nan,nan,nan
Berkeley,nan,"Silvestri A, 1898, MEMORIE PONTIFICA AC, V15, P155",nan,nan,MEMORIE PONTIFICA AC,nan,nan,nan,nan,nan,nan
Berkeley,nan,"SILVESTRI A., 1896, MEMORIE ACCADEMIA PO, V12, P1",nan,nan,MEMORIE ACCADEMIA PO,nan,nan,nan,nan,nan,nan
Berkeley,nan,"SILVESTRI A., 1901, B ACCADEMIA GIONIA S, V69, P14",nan,nan,B ACCADEMIA GIONIA S,nan,nan,nan,nan,nan,nan
Berkeley,nan,"Silvestri A., 1902, Memorie Accademia Pontificia Lincei, Vxix, P133",nan,nan,Memorie Accademia Pontificia Lincei,nan,nan,nan,nan,nan,nan
Berkeley,nan,"Silvestri A., 1903, Atti Acc Torino, Vxxxviii, P206",nan,nan,Atti Acc Torino,nan,nan,nan,nan,nan,nan
Berkeley,nan,"Silvestri A., 1904, Atti Acc Torino, Vxxxix, P4",nan,nan,Atti Acc Torino,nan,nan,nan,nan,nan,nan
Berkeley,nan,"Silvestri A., 1904, Roma Mem Acc Nuovi Lincei, V22, P235",nan,nan,Roma Mem Acc Nuovi Lincei,nan,nan,nan,nan,nan,nan
Berkeley,nan,"Silvestri A., 1923, Memorie della Pontificia Accademia Nuovi Lincei Rome (2), V6, P231",nan,nan,Memorie della Pontificia Accademia Nuovi Lincei Rome (2),nan,nan,nan,nan,nan,nan
Berkeley,nan,"Silvestri A., 1924, B SOC GEOL ITAL, V42, P7",nan,nan,B SOC GEOL ITAL,nan,nan,nan,nan,nan,nan
Berkeley,nan,"Silvestri O., 1872, ATTI ACCADEMIA GIO 3, V7, P1",nan,nan,ATTI ACCADEMIA GIO 3,nan,nan,nan,nan,nan,nan
Berkeley,10.3390/rs9070702,"Simard M, 2011, J GEOPHYS RES-BIOGEO, P116",nan,nan,J GEOPHYS RES-BIOGEO,nan,nan,nan,nan,nan,nan
CUBoulder,10.1029/2019GL082986,"Simeoni-Sauvage S., 1999, THESIS",nan,nan,Thesis,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/2015WR017641,"Simmons A. M., 2010, US GEOL SURV PROF PA, V1779",nan,nan,US GEOL SURV PROF PA,nan,nan,nan,nan,nan,nan
CUBoulder,10.1029/2012JC008372,"Simmons A., 2007, NEWSL EUR CTR MEDIUM, V110",nan,nan,NEWSL EUR CTR MEDIUM,nan,nan,nan,nan,nan,nan
CUBoulder,10.2110/jsr.2011.18,"Simms M., 1984, GULF COAST ASS GEOLO, V24, P411",nan,nan,GULF COAST ASS GEOLO,nan,nan,nan,nan,nan,nan
CUBoulder,10.1109/LGRS.2013.2246914,"Simon D., 2006, OPTIMAL STATE ESTIMA",nan,nan,OPTIMAL STATE ESTIMA,nan,nan,nan,nan,nan,nan
Berkeley,10.1111/jbi.12391,"Simon E., 1900, P443",nan,nan,P443,nan,nan,nan,nan,nan,nan
Houston,10.2118/189965-PA,"Simpson G., 2015, SWLA 56 ANN LOGG S L",nan,nan,SWLA 56 ANN LOGG S L,nan,nan,nan,nan,nan,nan
UCLA,10.1175/BAMS-D-16-0182.1,"Simpson J., 1988, TRMM SATELLITE MISSI",nan,nan,TRMM SATELLITE MISSI,nan,nan,nan,nan,nan,nan
CUBoulder,nan,"Simpson J.E., 1997, GRAVITY CURRENTS ENV",nan,nan,GRAVITY CURRENTS ENV,nan,nan,nan,nan,nan,nan
UCLA,10.1177/0309133315574659,"Sinclair SJ, 2010, ECOL SOC, V15",nan,nan,ECOL SOC,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.quageo.2014.09.001,"Singarayer J. S., 2003, LINEARLY MODUL UNPUB",nan,nan,LINEARLY MODUL UNPUB,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.quageo.2011.09.002,"Singer B.S., 2002, J GEOPHYS RES B, V107, P1",nan,nan,J GEOPHYS RES B,nan,nan,nan,nan,nan,nan
Houston,10.1146/annurev-earth-053018-060447,"SINGH H, 2002, INTEX NA INTERCONTIN",nan,nan,INTEX NA INTERCONTIN,nan,nan,nan,nan,nan,nan
CUBoulder,10.1080/00288306.2018.1523199,"Singh LJ., 2001, THESIS",nan,nan,Thesis,nan,nan,nan,nan,nan,nan
UCLA,10.1017/jog.2016.126,"Singh SK, 2010, ANN GLACIOL, V51",nan,nan,ANN GLACIOL,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s00477-011-0509-1,"Singh VP, 1995, COMPUTER MODELS WATE",nan,nan,COMPUTER MODELS WATE,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2009WR008902,"Singhal B.B.S., 1999, APPL HYDROGEOLOGY FR",nan,nan,APPL HYDROGEOLOGY FR,nan,nan,nan,nan,nan,nan
Berkeley,10.2475/10.2014.01,"Singleton J. S., 2013, GEOLOGICAL SOC AM AB, V45, P224",nan,nan,GEOLOGICAL SOC AM AB,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-17-6041-2017,"Sinha P. R., 2017, J GEOPHYS R IN PRESS",nan,nan,J GEOPHYS R IN PRESS,nan,nan,nan,nan,nan,nan
Berkeley,10.1093/gji/ggu222,"Sirgue L., 2008, P 70 C TECHN EXH EAG",nan,nan,P 70 C TECHN EXH EAG,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.asr.2011.01.032,"SIRONI L, 1996, APJ, V707, pL9296",nan,nan,APJ,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2014JD022423,"Siskind DE, 2000, GEOPH MONOG SERIES, V123, P101",nan,nan,GEOPH MONOG SERIES,nan,nan,nan,nan,nan,nan
CUBoulder,10.1175/JTECH-D-18-0101.1,"Sisterson D. L, 2016, METEOROL MONOGR, DOI [10. 1175/AMSMONOGRAPHS-D-16-0004. 1, DOI 10.1175/AMSM0N0GRAPHS-D-16-0004.1]",10.1175/AMSM0N0GRAPHS-D-16-0004.1,nan,METEOROL MONOGR,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.soildyn.2016.09.025,"Sitar NMikola RGCandia G, 2012, GEOT ENG STAT ART PR",nan,nan,GEOT ENG STAT ART PR,nan,nan,nan,nan,nan,nan
CUBoulder,10.1111/j.1502-3931.2010.00257.x,"SIVERSON M, 1992, PALAEONTOLOGY, V35, P519",nan,nan,PALAEONTOLOGY,nan,nan,nan,nan,nan,nan
CUBoulder,10.1111/j.1502-3931.2010.00257.x,"Siverson Mikael, 1993, Lund Publications in Geology, V110, P1",nan,nan,Lund Publications in Geology,nan,nan,nan,nan,nan,nan
Berkeley,10.1007/s00382-014-2094-8,"Skamarock W C, 2008, NCARTN475STR",nan,nan,NCARTN475STR,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s00382-018-4133-3,"Skamarock W C, 2008, NCARTN475STR",nan,nan,NCARTN475STR,nan,nan,nan,nan,nan,nan
UCLA,10.1175/JCLI-D-14-00196.1,"Skamarock W C, 2008, NCARTN475STR",nan,nan,NCARTN475STR,nan,nan,nan,nan,nan,nan
UCLA,10.1175/BAMS-D-16-0182.1,"Skamarock W. C., 2008, 475 NCAR, P113, DOI [10.5065/D68S4MVH, DOI 10.5065/D68S4MVH]",10.5065/D68S4MVH,nan,475 NCAR,nan,nan,nan,nan,nan,nan
UCLA,10.1002/2017MS001064,"Skamarock W. C., 2008, 475 NCAR, P113, DOI [10.5065/D68S4MVH, DOI 10.5065/D68S4MVH]",10.5065/D68S4MVH,nan,475 NCAR,nan,nan,nan,nan,nan,nan
CUBoulder,10.1175/MWR-D-17-0238.1,"Skamarock W. C., 2008, NCARTN475STR, P1, DOI [10.5065/D68S4MVH, DOI 10.5065/D68S4MVH]",10.5065/D68S4MVH,nan,NCARTN475STR,nan,nan,nan,nan,nan,nan
CUBoulder,10.1175/JAS-D-19-0056.1,"Skamarock W.C., 2008, 475 NCAR, DOI [10.5065/D68S4MVH, DOI 10.5065/D68S4MVH]",10.5065/D68S4MVH,nan,475 NCAR,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2019GL084893,"Skamarock W.C., 2008, 475 NCAR, DOI [10.5065/D68S4MVH, DOI 10.5065/D68S4MVH]",10.5065/D68S4MVH,nan,475 NCAR,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2015GL063737,"Skamarock W.C., 2008, NCARTN475STR, DOI 10.5065/D68S4MVH",10.5065/D68S4MVH,nan,NCARTN475STR,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/gmd-7-2817-2014,"Skamarock W.C., 2008, TN475 NCAR",nan,nan,TN475 NCAR,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2017EA000296,"Skamarock WC, 2008, DESCRIPTION ADV RES",nan,nan,DESCRIPTION ADV RES,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.atmosenv.2015.12.031,"Skamarock WC, 2008, DESCRIPTION ADV RES",nan,nan,DESCRIPTION ADV RES,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.jhydrol.2015.12.036,"Skansi M. M., 2009, SEQUIA 2008 REGION H",nan,nan,SEQUIA 2008 REGION H,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.jsg.2017.11.009,"SKEMPTON AW, 1967, P GEOT C OSL, V2, P29",nan,nan,P GEOT C OSL,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2009WR008902,"SKETCHLEY HR, 1965, SOIL SURVEY AMADOR A",nan,nan,SOIL SURVEY AMADOR A,nan,nan,nan,nan,nan,nan
UCLA,10.1017/jog.2016.126,"Skiles S. M., 2012, WATER RESOUR RES, V48",nan,nan,Water Resources Research,nan,nan,nan,nan,nan,nan
Berkeley,nan,"Skinner H. C., 1963, Tulane Studies in Geology, V1, P149",nan,nan,Tulane Studies in Geology,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.palaeo.2015.05.010,"Skinner J., 1965, U KANSAS PALEONTOLOG, P1",nan,nan,U KANSAS PALEONTOLOG,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s10518-018-0321-0,"SKINNER RI, 1993, INTRO SEISMIC ISOLAT",nan,nan,INTRO SEISMIC ISOLAT,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.pocean.2011.02.001,"SKJOLDAL HR, 1989, [No title captured], P241",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
Berkeley,10.3390/w11020300,"Sklar A., 1959, PUBLICATIONS I STAT, V8, P229, DOI DOI 10.12691/IJEFM-3-2-3",10.12691/IJEFM-3-2-3,nan,PUBLICATIONS I STAT,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/esp.4162,"Sklar L, 1998, GEOPH MONOG SERIES, V107, P237",nan,nan,GEOPH MONOG SERIES,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.jconhyd.2012.09.007,"Skold M, 2011, AGU FALL M SAN FRANC",nan,nan,AGU FALL M SAN FRANC,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.gca.2013.08.015,"SKULSKI T, 2010, 101 NEWF LABR DEP NA, P315",nan,nan,101 NEWF LABR DEP NA,nan,nan,nan,nan,nan,nan
Berkeley,nan,"Skurray J.H., 2015, 1404 U W AUSTR SCH A",nan,nan,1404 U W AUSTR SCH A,nan,nan,nan,nan,nan,nan
Berkeley,10.1088/1748-9326/aaa49a,"Slade AH, 2003, WATER SCI TECHNOL, V48, P1",nan,nan,WATER SCI TECHNOL,nan,nan,nan,nan,nan,nan
Berkeley,nan,"SLATT R. M., 2012, STUDIES GEOLOGY, V61",nan,nan,STUDIES GEOLOGY,nan,nan,nan,nan,nan,nan
CUBoulder,10.4401/ag-5462,"Slejko D., 1987, RENDICONTO, P1",nan,nan,RENDICONTO,nan,nan,nan,nan,nan,nan
CUBoulder,10.4401/ag-5462,"Slemmons DB, 1986, ACTIVE TECTONICS",nan,nan,ACTIVE TECTONICS,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/ggge.20059,"Sloan Jr ED, 2007, CLATHRATE HYDRATES N",nan,nan,CLATHRATE HYDRATES N,nan,nan,nan,nan,nan,nan
UCLA,10.1175/JAS-D-15-0298.1,"Slocum C. J., 2014, ARXIV14057939",nan,nan,ARXIV14057939,nan,nan,nan,nan,nan,nan
Berkeley,10.1130/B31504.1,"Slotznick S.P., 2015, NW GEOLOGY, V44, P55",nan,nan,NW GEOLOGY,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2016EF000379,"Sluijs A, 2007, DEEP-TIME PERSPECTIVES ON CLIMATE CHANGE: MARRYING THE SIGNAL FROM COMPUTER MODELS AND BIOLOGICAL PROXIES, P323",nan,nan,DEEP-TIME PERSPECTIVES ON CLIMATE CHANGE: MARRYING THE SIGNAL FROM COMPUTER MODELS AND BIOLOGICAL PROXIES,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s00343-018-6252-4,"Slutz RJ, 1985, COMPREHENSIVE OCEAN",nan,nan,COMPREHENSIVE OCEAN,nan,nan,nan,nan,nan,nan
Berkeley,10.1107/S1399004714003277,"Smart O.S., 2008, ANN M AM CRYST ASS, P117",nan,nan,ANN M AM CRYST ASS,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.asr.2017.05.030,"Smartt S., 2016, GCN CIRC, P19381",nan,nan,GCN CIRC,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.pocean.2011.02.001,"SMAYDA TJ, 1978, MONOGRAPHS OCEANOGRA, V6, P69",nan,nan,MONOGRAPHS OCEANOGRA,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.seares.2009.11.006,"SMAYDA TJ, 1980, PHYSL ECOLOGY PHYTOP, P493",nan,nan,PHYSL ECOLOGY PHYTOP,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/eco.268,"SMEDT FD, 1979, J HYDROL, V41, P59",nan,nan,J HYDROL,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2016EF000379,"Smil Vaclav, 2002, EARTHS BIOSPHERE EVO",nan,nan,EARTHS BIOSPHERE EVO,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s12520-018-0627-5,"Smirniou M., 2009, ANN 18 C ASS INT HIS, P11",nan,nan,ANN 18 C ASS INT HIS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2017JD027406,"Smit H. G. J., 1998, WMO GLOBAL ATMOSPHER, V130, P926",nan,nan,WMO GLOBAL ATMOSPHER,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2017JD027406,"Smit H. G. J., 2012, PANEL ASSESSMENT STA",nan,nan,PANEL ASSESSMENT STA,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2017JD027406,"Smit H. G. J., 2014, 201 GAW WORLD MET OR",nan,nan,201 GAW WORLD MET OR,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.ancene.2015.10.001,"Smit H.G.J., 1996, IGACTIVITIES NEWSL, P4",nan,nan,IGACTIVITIES NEWSL,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2017JD027406,"SMIT HGJ, 2004, [No title captured], V157",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"SMITH AJ, 2007, D LIB MAG, V13",nan,nan,D LIB MAG,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s10040-015-1318-2,"Smith BD, 2009, 20101259 US GEOL SUR",nan,nan,20101259 US GEOL SUR,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.soildyn.2017.05.025,"Smith BL, 1991, TALL BUILDING STRUCT",nan,nan,TALL BUILDING STRUCT,nan,nan,nan,nan,nan,nan
Berkeley,10.1007/s00484-015-1096-5,"Smith C. E., 1991, THESIS",nan,nan,Thesis,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.gca.2013.01.011,"Smith C. L., 2003, METEORIT PLANET SCI, V38, P5222",nan,nan,METEORIT PLANET SCI,nan,nan,nan,nan,nan,nan
CUBoulder,10.1029/2019GC008484,"SMITH CB, 1985, [No title captured], V88, P249",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"Smith D, 2005, LSID BEST PRACTICES",nan,nan,LSID BEST PRACTICES,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s00382-015-2637-7,"Smith G, 2014, CLIVAR EXCHANGES, V64, P32",nan,nan,CLIVAR EXCHANGES,nan,nan,nan,nan,nan,nan
Berkeley,10.1130/B30803.1,"Smith G. I., 1983, LATE QUATERNARY ENV, P190",nan,nan,LATE QUATERNARY ENV,nan,nan,nan,nan,nan,nan
UCLA,10.1093/icesjms/fsw063,"Smith J. W., 1999, 144 NOAA NMFS",nan,nan,144 NOAA NMFS,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.margeo.2010.02.006,"SMITH JD, 1972, SHELF SEDIMENT TRANS, P143",nan,nan,SHELF SEDIMENT TRANS,nan,nan,nan,nan,nan,nan
Berkeley,10.2136/sssaj2012.0236,"SMITH JE, 2006, NE343 GTR USDA FOR S",nan,nan,NE343 GTR USDA FOR S,nan,nan,nan,nan,nan,nan
Berkeley,10.1007/s10712-013-9260-0,"Smith JT, 1992, INT ASS GEOM AER WEL",nan,nan,INT ASS GEOM AER WEL,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.ancene.2015.10.001,"Smith K.A., 1992, TRACE GAS EXCHANGE M",nan,nan,TRACE GAS EXCHANGE M,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.ancene.2015.10.001,"Smith K.A., 1997, JOINT N AM EUR WORKS",nan,nan,JOINT N AM EUR WORKS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.ancene.2015.10.001,"SMITH KA, 1994, ENVIR SCI R, V48, P179",nan,nan,ENVIR SCI R,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.jas.2012.04.040,"Smith KY, 2007, SE ARCHAEOLOGY, V3, P47",nan,nan,SE ARCHAEOLOGY,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/2017GL075189,"Smith L., 1978, SPACE RES, V18, P261",nan,nan,SPACE RES,nan,nan,nan,nan,nan,nan
CUBoulder,10.1175/JCLI-D-17-0661.1,"Smith LA, 2001, NONLINEAR DYNAMICS AND STATISTICS, P31",nan,nan,NONLINEAR DYNAMICS AND STATISTICS,nan,nan,nan,nan,nan,nan
CUBoulder,10.3189/2015JoG15J012,"Smith LC, 1997, HYDROL PROCESS, V11, P1427, DOI 10.1002/(SICI)1099-1085(199708)11:10&lt;1427::AID-HYP473&gt;3.0.CO;2-S",10.1002/(SICI)1099-1085(199708)11:10&lt;1427::AID-HYP473&gt;3.0.CO;2-S,nan,Hydrological Processes,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.geomorph.2011.08.029,"Smith M. W., 1989, FROZEN EARTH FUNDAME, P306",nan,nan,FROZEN EARTH FUNDAME,nan,nan,nan,nan,nan,nan
UCLA,10.3390/w10020117,"Smith N., 1972, A HISTORY OF DAMS",nan,nan,A HISTORY OF DAMS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/978-3-319-61667-4_16,"Smith PN, 2006, PERCHLORATE ENV OCCU, P153",nan,nan,PERCHLORATE ENV OCCU,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s11269-012-0208-9,"Smith R. A., 1997, International Transactions in Operational Research, V4, P35, DOI 10.1016/S0969-6016(96)00033-0",10.1016/S0969-6016(96)00033-0,nan,International Transactions in Operational Research,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s11069-016-2489-4,"Smith R. A., 1998, PLANNING POSTDISASTE, P235",nan,nan,PLANNING POSTDISASTE,nan,nan,nan,nan,nan,nan
CUBoulder,10.1029/2018JD029142,"Smith R., 2010, LAUR01853, V141, P1",nan,nan,LAUR01853,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s00382-014-2067-y,"Smith R., 2010, LAUR1001853 LOS AL N",nan,nan,LAUR1001853 LOS AL N,nan,nan,nan,nan,nan,nan
CUBoulder,nan,"Smith RB, 2002, TOP ENV FLU MECH, V3, P119",nan,nan,TOP ENV FLU MECH,nan,nan,nan,nan,nan,nan
UCLA,10.1002/2015JC010889,"Smith RL, 1995, DAHL WS ENV, V18, P39",nan,nan,DAHL WS ENV,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.pocean.2014.08.012,"Smith S.L., 1990, P527",nan,nan,P527,nan,nan,nan,nan,nan,nan
CUBoulder,10.1051/swsc/2017037,"Smith S.W., 1997, SCI ENG GUIDE DIGITA",nan,nan,SCI ENG GUIDE DIGITA,nan,nan,nan,nan,nan,nan
UCLA,10.5194/amt-7-3959-2014,"SMITH SD, 1972, Q J ROY METEOR SOC, V98, P431, DOI 10.1256/smsqj.41614",10.1256/smsqj.41614,nan,Quarterly Journal of the Royal Meteorological Society,nan,nan,nan,nan,nan,nan
Berkeley,10.5194/bg-14-5115-2017,"Smith SE, 2008, MYCORRHIZAL SYMBIOSIS, 3RD EDITION, P1",nan,nan,MYCORRHIZAL SYMBIOSIS,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/2015JB012559,"Smith W.K., 1993, 93597 US GEOL SURV",nan,nan,93597 US GEOL SURV,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/cp-10-1605-2014,"Smol J.P., 1988, VERH INT VEREIN LIMN, V23, P837",nan,nan,VERH INT VEREIN LIMN,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.gca.2010.08.029,"Smol JP, 2008, POLLUTION LAKES RIVE",nan,nan,POLLUTION LAKES RIVE,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2009JB007204,"SMYTH JR, 1987, AM MINERAL, V72, P1051",nan,nan,American Mineralogist,nan,nan,nan,nan,nan,nan
CUBoulder,10.1089/ast.2013.1003,"Smythe W., 1998, B AM ASTRON SOC, V30, P1450",nan,nan,B AM ASTRON SOC,nan,nan,nan,nan,nan,nan
Houston,10.1007/s11001-019-09379-5,"Snedden J., 2013, T GULF COAST ASS GEO, V63, P609",nan,nan,T GULF COAST ASS GEO,nan,nan,nan,nan,nan,nan
Houston,10.1007/s11001-019-09379-5,"SNEDDEN JW, 2014, GULF COAST ASS GEOL, V64, P371",nan,nan,GULF COAST ASS GEOL,nan,nan,nan,nan,nan,nan
UCLA,10.1002/2017WR020593,"Snedecor GW, 1989, STAT METHODS",nan,nan,STAT METHODS,nan,nan,nan,nan,nan,nan
CUBoulder,10.2113/econgeo.109.5.1179,"Snee L.W., 2002, US GEOLOGICAL SURV B, V2194",nan,nan,US GEOLOGICAL SURV B,nan,nan,nan,nan,nan,nan
CUBoulder,10.5942/jawwa.2014.106.0128,"Snoeyink V.L., 1998, WATER DUALITY AND TR",nan,nan,WATER DUALITY AND TR,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2009JB006786,"SNOKE JA, 1987, B SEISMOL SOC AM, V77, P530",nan,nan,Bulletin of the Seismological Society of America,nan,nan,nan,nan,nan,nan
UCLA,10.1002/hyp.10784,"Snover A. K., 2005, UNCERTAIN FUTURE CLI",nan,nan,UNCERTAIN FUTURE CLI,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/2015WR017641,"SNYDER DB, 1982, 82701 US GEOL SURV",nan,nan,82701 US GEOL SURV,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.epsl.2015.08.041,"Snyder NP, 2000, GEOL SOC AM BULL, V112, P1250, DOI 10.1130/0016-7606(2000)112<1250:LRTTFD>2.3.CO;2",10.1130/0016-7606(2000)112<1250:LRTTFD>2.3.CO;2,nan,Geological Society of America Bulletin,nan,nan,nan,nan,nan,nan
Berkeley,10.1175/JAS-D-13-0240.1,"Sobel A. H., 2010, J ADV MODEL EARTH SY, V2",nan,nan,J ADV MODEL EARTH SY,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.tecto.2018.12.015,"Sobel ER, 2001, GEOL SOC AM MEM, V194, P247",nan,nan,GEOL SOC AM MEM,nan,nan,nan,nan,nan,nan
UCLA,10.1109/LGRS.2011.2155029,"Sobel I., 1968, STANF ART PROJ STANF",nan,nan,STANF ART PROJ STANF,nan,nan,nan,nan,nan,nan
CUBoulder,10.1029/2017JD028081,"Sodemann H., 2008, J GEOPHYS RES ATMOS, V113",nan,nan,Journal of Geophysical Research: Atmospheres,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2009JB007204,"SODOUDI F, 2005, THESIS FREE U BERLIN",nan,nan,Thesis,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.palaeo.2014.11.003,"Sohn E.G., 1979, J PALEONTOL, V53, P578",nan,nan,J PALEONTOL,nan,nan,nan,nan,nan,nan
