citedDOI,journal_is_oa,is_oa,oa_status
10.1016/j.foreco.2009.04.034,FALSE,FALSE,closed
10.1080/089419201300199554,FALSE,FALSE,closed
10.1111/j.1523-1739.2007.00860.x,FALSE,FALSE,closed
10.1111/j.1540-6210.2006.00704.x,FALSE,FALSE,closed
10.1016/j.ecolmodel.2004.12.014,FALSE,FALSE,closed
10.1038/nature06777,FALSE,FALSE,closed
10.1097/01.ss.0000106407.84926.6b,FALSE,FALSE,closed
10.1016/S0959-3780(01)00007-3,FALSE,FALSE,closed
10.3368/le.84.4.529,FALSE,TRUE,green
10.1023/B:OLIC.0000035463.79209.52,FALSE,FALSE,closed
10.2489/jswc.65.1.6A,FALSE,TRUE,bronze
10.1890/08-0784.1,FALSE,TRUE,green
10.1890/08-1173.1,FALSE,TRUE,green
10.1126/science.1057320,FALSE,FALSE,closed
10.1006/jeem.1996.0956,FALSE,FALSE,closed
10.1007/s10980-007-9159-6,FALSE,FALSE,closed
10.1068/b31193,FALSE,FALSE,closed
10.1023/A:1022888832630,FALSE,FALSE,closed
10.3368/le.84.1.17,FALSE,FALSE,closed
10.1186/1750-0680-2-10,TRUE,TRUE,gold
10.1007/s00267-009-9408-3,FALSE,FALSE,closed
10.1139/cjes-2013-0035,FALSE,FALSE,closed
10.1016/j.epsl.2012.04.025,FALSE,FALSE,closed
10.2138/am.2007.2051,FALSE,FALSE,closed
10.1007/s004100050232,FALSE,FALSE,closed
10.1139/e97-104,FALSE,FALSE,closed
10.1130/0-8137-2377-9.89,FALSE,TRUE,green
10.1130/0-8137-2377-9.47,FALSE,FALSE,closed
10.1130/0-8137-2377-9.151,FALSE,TRUE,green
10.1046/j.1525-1314.2002.00398.x,FALSE,TRUE,green
10.2113/0530469,FALSE,FALSE,closed
10.1016/j.chemgeo.2008.04.014,FALSE,FALSE,closed
10.1130/0016-7606(1990)102<1681:EFPMIT>2.3.CO;2,FALSE,FALSE,closed
10.1139/E06-052,FALSE,TRUE,green
10.1016/j.chemgeo.2004.06.028,FALSE,FALSE,closed
10.1016/0012-821X(71)90001-X,FALSE,FALSE,closed
10.1029/JZ071i016p04029,FALSE,FALSE,closed
10.1130/0016-7606(1996)108<0653:LCROPM>2.3.CO;2,FALSE,FALSE,closed
10.1130/0-8137-2377-9.227,FALSE,TRUE,green
10.1130/0016-7606(2000)112<324:TOTHAS>2.0.CO;2,FALSE,FALSE,closed
10.1111/j.1525-1314.2010.00923.x,FALSE,FALSE,closed
10.1139/E10-003,FALSE,FALSE,closed
10.1130/0016-7606(1980)91<11:AOTBRO>2.0.CO;2,FALSE,FALSE,closed
10.1111/j.1525-1314.2010.00908.x,FALSE,FALSE,closed
10.1111/j.1525-1314.1995.tb00213.x,FALSE,FALSE,closed
10.1016/j.chemgeo.2008.05.016,FALSE,FALSE,closed
10.2113/gsrocky.49.2.91,FALSE,FALSE,closed
10.2113/gsrocky.42.2.157,FALSE,FALSE,closed
10.2113/gsrocky.44.2.85,FALSE,FALSE,closed
10.1016/S0016-7037(03)00258-8,FALSE,FALSE,closed
10.1130/0091-7613(2000)028<1127:RNTRIF>2.3.CO;2,FALSE,FALSE,closed
10.1139/E10-095,FALSE,FALSE,closed
10.1111/j.1525-1314.2006.00633.x,FALSE,FALSE,closed
10.1130/2009.2456(01),FALSE,FALSE,closed
10.1016/0301-9268(92)90020-O,FALSE,FALSE,closed
10.1111/j.1525-1314.1992.tb00094.x,FALSE,FALSE,closed
10.1130/0-8137-2377-9.181,FALSE,FALSE,closed
10.1139/E06-075,FALSE,FALSE,closed
10.1016/0301-9268(95)00067-4,FALSE,FALSE,closed
10.1086/427667,FALSE,TRUE,green
10.1130/0091-7613(2002)030<0127:PCWTGF>2.0.CO;2,FALSE,FALSE,closed
10.1130/0016-7606(1993)105<0437:AACOAC>2.3.CO;2,FALSE,FALSE,closed
10.1130/L161.1,FALSE,TRUE,bronze
10.1029/93JB01159,FALSE,TRUE,green
10.1093/petrology/42.11.2083,FALSE,TRUE,green
10.1130/SPE157-p1,FALSE,FALSE,closed
10.1016/S0301-9268(02)00076-1,FALSE,FALSE,closed
10.1016/j.chemgeo.2009.10.013,FALSE,FALSE,closed
10.1180/minmag.1991.055.378.02,FALSE,TRUE,green
10.1016/j.chemgeo.2010.02.016,FALSE,FALSE,closed
10.1130/0016-7606(1975)86<785:PEOTSP>2.0.CO;2,FALSE,FALSE,closed
10.1130/B31037.1,FALSE,TRUE,green
10.2138/am.2010.3371,FALSE,TRUE,green
10.1111/j.1751-908X.1995.tb00147.x,FALSE,FALSE,closed
10.1130/0091-7613(1993)021<0371:MMFTTO>2.3.CO;2,FALSE,TRUE,green
10.1016/j.chemgeo.2005.07.024,FALSE,FALSE,closed
10.1038/nature03174,FALSE,TRUE,green
10.1029/2003JD003373,FALSE,TRUE,green
10.1175/1520-0469(1999)056<4167:ASPOMF>2.0.CO;2,FALSE,TRUE,hybrid
10.1029/2005JD006907,FALSE,TRUE,green
10.1029/2009JD013292,FALSE,FALSE,closed
10.5194/acp-7-81-2007,TRUE,TRUE,gold
10.1126/science.1180568,FALSE,TRUE,green
10.1029/2001JD000807,FALSE,TRUE,green
10.1029/2007JD009620,FALSE,TRUE,green
10.1175/1520-0469(1994)051<2722:APOWCF>2.0.CO;2,FALSE,TRUE,hybrid
10.1029/98JD02397,FALSE,FALSE,closed
10.1175/1520-0493(2004)132<0864:ANPFSC>2.0.CO;2,FALSE,TRUE,green
10.1029/2005JD006548,FALSE,TRUE,green
10.1029/95GL01668,FALSE,FALSE,closed
10.1029/2008GL034207,FALSE,TRUE,green
10.1029/2009JD012251,FALSE,TRUE,green
10.1175/1520-0469(2002)059<0461:TAOTFT>2.0.CO;2,FALSE,TRUE,hybrid
10.1029/1999JD900187,FALSE,FALSE,closed
10.1175/JCLI3629.1,FALSE,TRUE,green
10.5194/acp-6-4321-2006,TRUE,TRUE,gold
10.1029/2003JD003773,FALSE,TRUE,green
10.1029/97JD01488,FALSE,FALSE,closed
10.1175/1520-0442(2001)014<3444:ACPIMF>2.0.CO;2,FALSE,TRUE,green
10.1175/1520-0469(1993)050<0889:ACPIMF>2.0.CO;2,FALSE,TRUE,hybrid
10.1029/2000JD900282,FALSE,TRUE,green
10.5194/gmd-3-43-2010,TRUE,TRUE,gold
10.1029/1999JD900456,FALSE,TRUE,green
10.1007/s00159-004-0024-1,FALSE,FALSE,closed
10.1175/1520-0469(1993)050<2008:POTRPO>2.0.CO;2,FALSE,TRUE,hybrid
10.1175/1520-0442(1998)011<2223:AAPOTI>2.0.CO;2,FALSE,TRUE,hybrid
10.1175/1520-0442(1996)009<2058:AAPOTS>2.0.CO;2,FALSE,TRUE,hybrid
10.1029/2001JD000817,FALSE,TRUE,green
10.1175/1520-0442(2003)016<0696:LSOHAF>2.0.CO;2,FALSE,TRUE,green
10.1175/1520-0477(1999)080<0029:AOOTRO>2.0.CO;2,FALSE,TRUE,bronze
10.1029/97JD01810,FALSE,TRUE,green
10.1029/2000JD000053,FALSE,TRUE,green
10.1029/2005JD006707,FALSE,FALSE,closed
10.1175/JCLI3830.1,FALSE,TRUE,green
10.1029/JD090iD05p07872,FALSE,FALSE,closed
10.1175/JCLI3630.1,FALSE,TRUE,green
10.1175/2010JCLI3945.1,FALSE,TRUE,green
10.5194/os-1-45-2005,TRUE,TRUE,gold
10.1175/2011JCLI3964.1,FALSE,TRUE,green
10.1016/j.ocemod.2008.08.007,FALSE,FALSE,closed
10.1175/1520-0469(1996)053<1870:VMFCIH>2.0.CO;2,FALSE,TRUE,hybrid
10.5194/gmd-3-475-2010,TRUE,TRUE,gold
10.1175/1520-0442(1994)007<0465:NGSOED>2.0.CO;2,FALSE,TRUE,hybrid
10.1029/GL015i008p00855,FALSE,FALSE,closed
10.1029/JD095iD11p18687,FALSE,FALSE,closed
10.1029/97JD03426,FALSE,FALSE,closed
10.1175/1520-0469(1993)050<3909:RCEWET>2.0.CO;2,FALSE,TRUE,bronze
10.1175/1520-0477(1998)079<0831:OPOAAC>2.0.CO;2,FALSE,TRUE,green
10.1029/2000JD900253,FALSE,FALSE,closed
10.1175/1520-0469(1990)047<1865:ASFPIC>2.0.CO;2,FALSE,TRUE,bronze
10.1016/S0034-4257(98)00031-5,FALSE,FALSE,closed
10.1029/2005JD006937,FALSE,TRUE,green
10.1029/2002JD002853,FALSE,TRUE,green
10.1175/1520-0477(1997)078<0005:TGPCPG>2.0.CO;2,FALSE,TRUE,bronze
10.1109/TGRS.2002.808226,FALSE,TRUE,green
10.1175/JCLI3709.1,FALSE,TRUE,green
10.1007/s11207-005-7433-9,FALSE,FALSE,closed
10.5194/ACPD-10-4963-2010,FALSE,TRUE,green
10.1007/s00382-008-0441-3,FALSE,FALSE,closed
10.1175/1520-0469(1980)037<0784:TCOMMT>2.0.CO;2,FALSE,TRUE,hybrid
10.5194/acp-9-2555-2009,TRUE,TRUE,gold
10.1029/2007JD009190,FALSE,TRUE,green
10.1175/JCLI3735.1,FALSE,TRUE,green
10.1175/1520-0493(2004)132<2293:AVLFDC>2.0.CO;2,FALSE,FALSE,closed
10.1175/1520-0493(1996)124<2046:MFFSLT>2.0.CO;2,FALSE,TRUE,bronze
10.1002/qj.49712354214,FALSE,FALSE,closed
10.1002/qj.49712354416,FALSE,FALSE,closed
10.1175/2010MWR3299.1,FALSE,TRUE,green
10.1175/1520-0493(2000)128<3187:ANBLMS>2.0.CO;2,FALSE,TRUE,hybrid
10.1007/978-3-540-69044-3_1,FALSE,FALSE,closed
10.1175/1520-0493(1965)093<0769:SCOAGC>2.3.CO;2,FALSE,TRUE,hybrid
10.1175/1520-0493(1993)121<1398:CCASOT>2.0.CO;2,FALSE,TRUE,bronze
10.1029/1999JD900802,FALSE,TRUE,green
10.1175/BAMS-88-9-1383,FALSE,TRUE,bronze
10.1175/1525-7541(2002)003<0283:GMOLWA>2.0.CO;2,FALSE,TRUE,green
10.1029/2004JD005573,FALSE,TRUE,green
10.1175/JAS3686.1,FALSE,TRUE,green
10.1029/2003JD004427,FALSE,FALSE,closed
10.1007/978-94-009-4668-2_16,FALSE,FALSE,closed
10.1029/2007GL030331,FALSE,TRUE,green
10.1175/1520-0469(1979)036<2467:TEMICC>2.0.CO;2,FALSE,TRUE,hybrid
10.1029/2000JC000438,FALSE,FALSE,closed
10.1029/2004JD005100,FALSE,TRUE,green
10.1029/2002JD003322,FALSE,TRUE,green
10.1175/MWR3257.1,FALSE,TRUE,green
10.1029/2007JD009334,FALSE,TRUE,green
10.1016/j.jcp.2007.07.022,FALSE,FALSE,closed
10.1029/2006JD007339,FALSE,TRUE,green
10.1029/1999GL900615,FALSE,TRUE,green
10.1175/BAMS-89-3-303,FALSE,TRUE,green
10.1029/2000JD900129,FALSE,FALSE,closed
10.1002/qj.49712354106,FALSE,FALSE,closed
10.1175/1520-0493(2000)128<1070:ASFCOT>2.0.CO;2,FALSE,TRUE,hybrid
10.1175/1520-0493(1972)100<0136:CFAOTP>2.3.CO;2,FALSE,TRUE,green
10.1029/1999JD900003,FALSE,TRUE,green
10.1029/2007GB003176,FALSE,TRUE,green
10.1175/1520-0469(2003)60<1201:ALESIS>2.0.CO;2,FALSE,TRUE,green
10.1175/1520-0493(1981)109<0758:AEAAMC>2.0.CO;2,FALSE,TRUE,bronze
10.1175/1520-0469(1989)046<1419:AGPFTS>2.0.CO;2,FALSE,TRUE,bronze
10.1029/2005JD006286,FALSE,TRUE,green
10.5194/acp-6-4057-2006,TRUE,TRUE,gold
10.1029/97JD01806,FALSE,FALSE,closed
10.1029/94JD01345,FALSE,FALSE,closed
10.1029/2000JD900719,FALSE,FALSE,closed
10.1126/science.1069270,FALSE,FALSE,closed
10.1029/2004JD005359,FALSE,TRUE,green
10.1175/1520-0442(2001)014<3433:EOMAAO>2.0.CO;2,FALSE,TRUE,green
10.1016/0004-6981(89)90153-4,FALSE,FALSE,closed
10.1175/1520-0469(1999)056<0374:CCEWAO>2.0.CO;2,FALSE,TRUE,green
10.1175/1520-0477(1996)077<0853:CATERE>2.0.CO;2,FALSE,TRUE,bronze
10.1175/JCLI3987.1,FALSE,TRUE,green
10.1175/1520-0426(2000)017<0525:ARTLSI>2.0.CO;2,FALSE,TRUE,green
10.1175/1520-0477(1987)068<1239:ACOADS>2.0.CO;2,FALSE,TRUE,bronze
10.1029/2001JD001005,FALSE,FALSE,closed
10.1029/2008JD010976,FALSE,FALSE,closed
10.1029/2006JD007878,FALSE,TRUE,green
10.1175/JAS3415.1,FALSE,TRUE,green
10.1175/JAS3414.1,FALSE,TRUE,green
10.1175/2009JCLI3049.1,FALSE,TRUE,green
10.1002/jms.867,FALSE,FALSE,closed
10.1016/j.chemosphere.2008.06.070,FALSE,FALSE,closed
10.2166/wst.2011.266,FALSE,FALSE,closed
10.1016/j.chemosphere.2011.06.082,FALSE,FALSE,closed
10.1016/j.chroma.2010.07.002,FALSE,FALSE,closed
10.1038/sj.jim.2900322,FALSE,FALSE,closed
10.1146/annurev.micro.46.1.565,FALSE,FALSE,closed
10.1016/S0378-4274(02)00041-3,FALSE,FALSE,closed
10.1155/2012/140605,TRUE,TRUE,gold
10.1016/j.jphotochem.2014.07.009,FALSE,FALSE,closed
10.1016/j.cej.2013.12.022,FALSE,FALSE,closed
10.1016/j.chemosphere.2015.09.072,FALSE,FALSE,closed
10.1016/j.watres.2012.06.052,FALSE,FALSE,closed
10.1021/es300897u,FALSE,FALSE,closed
10.1007/s00449-014-1149-x,FALSE,FALSE,closed
10.1016/j.chemosphere.2010.10.046,FALSE,FALSE,closed
10.1021/ac00090a020,FALSE,FALSE,closed
10.1016/j.apcatb.2014.05.007,FALSE,FALSE,closed
10.1080/09593330903414238,FALSE,FALSE,closed
10.1016/j.jhazmat.2014.07.009,FALSE,FALSE,closed
10.1016/j.watres.2013.04.059,FALSE,FALSE,closed
10.1016/j.desal.2009.12.003,FALSE,FALSE,closed
10.1016/j.watres.2008.10.005,FALSE,FALSE,closed
10.1016/j.scitotenv.2014.02.075,FALSE,FALSE,closed
10.1897/04-211R.1,FALSE,FALSE,closed
10.1007/978-1-59745-029-4_14,FALSE,FALSE,closed
10.1016/j.cej.2014.05.109,FALSE,FALSE,closed
10.1016/j.watres.2009.10.031,FALSE,FALSE,closed
10.1016/j.watres.2006.09.008,FALSE,FALSE,closed
10.1021/es002043l,FALSE,FALSE,closed
10.1021/es505469h,FALSE,FALSE,closed
10.1080/10934529.2015.964606,FALSE,FALSE,closed
10.1016/S0045-6535(03)00757-4,FALSE,FALSE,closed
10.1021/es301428e,FALSE,FALSE,closed
10.1111/j.1600-0889.2011.00530.x,FALSE,TRUE,hybrid
10.1002/2013JD021296,FALSE,TRUE,green
10.3334/CDIAC/00001_V2010,FALSE,FALSE,closed
10.1175/1520-0469(1999)056<0127:SMOAMM>2.0.CO;2,FALSE,TRUE,green
10.5194/acp-13-3661-2013,TRUE,TRUE,gold
10.1016/0094-5765(94)00278-T,FALSE,FALSE,closed
10.1029/2005GL024229,FALSE,TRUE,green
10.1002/2013GL058772,FALSE,TRUE,hybrid
10.1007/s10584-010-9909-3,FALSE,FALSE,closed
10.5194/acp-9-4797-2009,TRUE,TRUE,gold
10.1016/j.asr.2003.08.062,FALSE,TRUE,green
10.5194/amt-5-687-2012,TRUE,TRUE,gold
10.5194/acp-14-3703-2014,TRUE,TRUE,gold
10.1002/2015JD024157,FALSE,TRUE,bronze
10.5194/amt-10-549-2017,TRUE,TRUE,gold
10.1175/1520-0450(2004)043<0373:ICOISS>2.0.CO;2,FALSE,TRUE,green
10.1038/nclimate1560,FALSE,FALSE,closed
10.1002/2016GL067843,FALSE,TRUE,bronze
10.1029/2008JD011597,FALSE,FALSE,closed
10.5194/acp-13-4349-2013,TRUE,TRUE,gold
10.5194/acp-11-3581-2011,TRUE,TRUE,gold
10.1029/2012GL052738,FALSE,TRUE,green
10.5194/acp-10-5601-2010,TRUE,TRUE,gold
10.1364/AO.48.006716,FALSE,FALSE,closed
10.1002/2014JD022914,FALSE,FALSE,closed
10.3402/tellusb.v66.22486,TRUE,TRUE,gold
10.1038/nature14677,FALSE,TRUE,green
10.5194/gmd-3-689-2010,TRUE,TRUE,gold
10.17226/12883,FALSE,FALSE,closed
10.5194/acp-13-4359-2013,TRUE,TRUE,gold
10.5194/amt-5-99-2012,TRUE,TRUE,gold
10.5194/acp-11-543-2011,TRUE,TRUE,gold
10.1007/s00442-006-0656-0,FALSE,FALSE,closed
10.5194/acp-14-13739-2014,TRUE,TRUE,gold
10.1016/j.atmosenv.2008.06.040,FALSE,FALSE,closed
10.1002/jgrd.50331,FALSE,TRUE,green
10.1016/j.atmosenv.2013.07.055,FALSE,TRUE,hybrid
10.1175/BAMS-D-14-00110.1,FALSE,TRUE,hybrid
10.5194/acp-11-12317-2011,TRUE,TRUE,gold
10.2151/sola.2009-041,FALSE,TRUE,bronze
10.1080/01431161.2015.1009656,FALSE,FALSE,closed
10.5194/amt-9-1415-2016,TRUE,TRUE,gold
10.1002/2015GL067066,FALSE,TRUE,bronze
10.1007/s11214-012-9950-9,FALSE,FALSE,closed
10.1002/2013JA019431,FALSE,TRUE,green
10.1029/2005JA011565,FALSE,TRUE,green
10.1029/2004JA010809,FALSE,FALSE,closed
10.1016/S1364-6826(02)00120-7,FALSE,FALSE,closed
10.1002/2014GL059551,FALSE,FALSE,closed
10.1029/2001JA009165,FALSE,FALSE,closed
10.1029/2009GL040236,FALSE,TRUE,green
10.1002/2015JA021234,FALSE,TRUE,bronze
10.1038/ncomms8019,TRUE,TRUE,gold
10.1002/2015GL063542,FALSE,TRUE,green
10.1029/2007JA013011,FALSE,FALSE,closed
10.1002/2015JA021065,FALSE,TRUE,green
10.1038/35009050,FALSE,TRUE,green
10.1029/2008JA013695,FALSE,FALSE,closed
10.1029/JA092iA12p13485,FALSE,FALSE,closed
10.1023/A:1005082526237,FALSE,FALSE,closed
10.1038/nature12889,FALSE,FALSE,closed
10.1002/2015GL064747,FALSE,FALSE,closed
10.1038/ncomms9590,TRUE,TRUE,gold
10.1002/2014GL059725,FALSE,FALSE,closed
10.1038/NGEO2861,FALSE,FALSE,closed
10.1038/NCLIMATE2349,FALSE,FALSE,closed
10.1002/gbc.20050,FALSE,TRUE,green
10.1890/09-1207.1,FALSE,TRUE,green
10.1029/2004GB002299,FALSE,TRUE,green
10.4319/lo.1997.42.7.1479,FALSE,TRUE,green
10.1029/2008GB003241,FALSE,FALSE,closed
10.5194/bg-13-3387-2016,TRUE,TRUE,gold
10.1002/qj.2158,FALSE,TRUE,green
10.1002/2015JC010787,FALSE,FALSE,closed
10.1002/2015GL063290,FALSE,FALSE,closed
10.1002/jgrc.20224,FALSE,FALSE,closed
10.1029/2010JC006507,FALSE,TRUE,green
10.1029/2004GB002342,FALSE,TRUE,green
10.1016/S0967-0645(00)00178-8,FALSE,FALSE,closed
10.5194/essd-6-273-2014,TRUE,TRUE,gold
10.1002/gbc.20051,FALSE,FALSE,closed
10.1002/2016GB005563,FALSE,FALSE,closed
10.1002/2017JC012798,FALSE,TRUE,hybrid
10.1175/2007JPO3792.1,FALSE,TRUE,green
10.5194/bg-7-1043-2010,TRUE,TRUE,gold
10.1175/1520-0485(1990)020<0150:IMIOCM>2.0.CO;2,FALSE,TRUE,hybrid
10.1126/science.1094917,FALSE,FALSE,closed
10.1126/science.1114777,FALSE,FALSE,closed
10.1038/s41598-017-14837-4,TRUE,TRUE,gold
10.1016/j.pocean.2016.07.009,FALSE,FALSE,closed
10.1126/science.aaf8536,FALSE,TRUE,bronze
10.1016/j.dsr.2013.08.007,FALSE,FALSE,closed
10.5670/oceanog.2009.81,TRUE,TRUE,gold
10.1029/2009GL037553,FALSE,FALSE,closed
10.1029/94RG01872,FALSE,TRUE,green
10.5194/bg-12-6955-2015,TRUE,TRUE,gold
10.1175/JCLI-D-12-00184.1,FALSE,TRUE,green
10.1126/science.1146436,FALSE,FALSE,closed
10.1029/2011GL049414,FALSE,TRUE,green
10.1126/science.1218740,FALSE,FALSE,closed
10.1029/2002JD002821,FALSE,TRUE,green
10.1029/96JC02775,FALSE,TRUE,green
10.1029/96JC02776,FALSE,FALSE,closed
10.1126/science.1177012,FALSE,FALSE,closed
10.1016/j.dsr2.2003.11.001,FALSE,FALSE,closed
10.1029/2002GB001987,FALSE,TRUE,green
10.1038/s41467-017-02143-6,TRUE,TRUE,gold
10.1029/2000JC000275,FALSE,TRUE,green
10.1038/nature03969,FALSE,FALSE,closed
10.1007/BF02235924,FALSE,TRUE,green
10.1029/2007GL031745,FALSE,TRUE,green
10.1029/2004JC002527,FALSE,TRUE,green
10.1126/science.1069174,FALSE,FALSE,closed
10.1093/icesjms/18.3.287,FALSE,TRUE,green
10.1029/2011GL049312,FALSE,TRUE,green
10.1029/2008GB003383,FALSE,TRUE,green
10.1038/NGEO382,FALSE,TRUE,green
10.1029/2007GB003078,FALSE,TRUE,green
10.1029/2005GB002586,FALSE,TRUE,green
10.1016/S0967-0637(97)00094-0,FALSE,FALSE,closed
10.1029/2000GB001260,FALSE,FALSE,closed
10.1175/JCLI-D-12-00234.1,FALSE,TRUE,green
10.1029/2002GB001942,FALSE,TRUE,green
10.1175/1520-0450(1986)025<0532:MIOTDO>2.0.CO;2,FALSE,TRUE,bronze
10.1002/2013WR013714,FALSE,FALSE,closed
10.1029/2010JG001476,FALSE,TRUE,green
10.1002/hyp.1319,FALSE,FALSE,closed
10.1029/95RG02073,FALSE,FALSE,closed
10.1029/2006WR005377,FALSE,TRUE,green
10.1029/2005WR004387,FALSE,FALSE,closed
10.1126/science.1152538,FALSE,TRUE,green
10.1175/1520-0450(1994)033&lt;0140:ASTMFM&gt;2.0.CO;2,not_in_unpaywall,not_in_unpaywall,not_in_unpaywall
10.1002/joc.1688,FALSE,FALSE,closed
10.1175/2008JHM901.1,FALSE,TRUE,hybrid
10.1175/JHM-390.1,FALSE,FALSE,closed
10.2166/wcc.2011.034,FALSE,FALSE,closed
10.1002/(SICI)1099-1085(199808/09)12:10/11&lt;1793::AID-HYP695&gt;3.0.CO;2-K,not_in_unpaywall,not_in_unpaywall,not_in_unpaywall
10.5194/hess-14-925-2010,TRUE,TRUE,gold
10.1029/2005WR004648,FALSE,TRUE,green
10.1002/hyp.7348,FALSE,FALSE,closed
10.1029/2002WR001512,FALSE,TRUE,green
10.1029/2008JF001085,FALSE,FALSE,closed
10.3189/172756411797252248,FALSE,TRUE,bronze
10.5194/tcd-8-3665-2014,FALSE,TRUE,green
10.1002/wrcr.20537,FALSE,FALSE,closed
10.1002/wrcr.20387,FALSE,FALSE,closed
10.1175/MWR-D-11-00087.1,FALSE,TRUE,green
10.14358/PERS.76.6.701,FALSE,TRUE,green
10.1002/2013WR013935,FALSE,TRUE,green
10.1029/2011RG000365,FALSE,TRUE,green
10.1002/hyp.1236,FALSE,FALSE,closed
10.1016/j.jhydrol.2009.09.021,FALSE,FALSE,closed
10.1029/2011WR011214,FALSE,FALSE,closed
10.1029/2005JF000365,FALSE,TRUE,green
10.1111/J.1467-9671.2004.00169.X,FALSE,FALSE,closed
10.1029/97JD01522,FALSE,TRUE,green
10.1175/1520-0450(1997)036<0205:EOTWSF>2.0.CO;2,FALSE,TRUE,green
10.1177/0309133308089496,FALSE,TRUE,green
10.1029/2004WR003933,FALSE,TRUE,green
10.1175/2007JHM853.1,FALSE,TRUE,green
10.1029/92WR01483,FALSE,TRUE,green
10.1029/92WR01482,FALSE,TRUE,green
10.3189/172756401781819751,FALSE,TRUE,bronze
10.1038/ngeo315,FALSE,FALSE,closed
10.5194/tc-8-521-2014,TRUE,TRUE,gold
10.1002/hyp.9355,FALSE,FALSE,closed
10.1126/science.1151915,FALSE,FALSE,closed
10.1175/2008JHM981.1,FALSE,TRUE,hybrid
10.1016/j.agrformet.2007.08.011,FALSE,FALSE,closed
10.1002/hyp.7206,FALSE,FALSE,closed
10.1016/j.advwatres.2008.07.017,FALSE,FALSE,closed
10.1029/2003GL019063,FALSE,TRUE,green
10.1002/2013JD019880,FALSE,TRUE,green
10.1175/2007JHM855.1,FALSE,TRUE,green
10.1029/1999JD900103,FALSE,FALSE,closed
10.1016/j.geomorph.2010.06.005,FALSE,FALSE,closed
10.1111/j.1752-1688.2000.tb04278.x,FALSE,FALSE,closed
10.1029/2000JD900149,FALSE,TRUE,green
10.1073/pnas.1101766108,FALSE,TRUE,bronze
10.1029/2010WR009278,FALSE,TRUE,green
10.1007/BF00039905,FALSE,FALSE,closed
10.1175/JAS3619.1,FALSE,TRUE,green
10.1146/annurev.earth.33.092203.122541,FALSE,FALSE,closed
10.1175/1520-0450(1998)037<1228:DBRASW>2.0.CO;2,FALSE,TRUE,green
10.1029/2010WR009426,FALSE,TRUE,green
10.1029/2007GL031939,FALSE,FALSE,closed
10.1029/2006JF000713,FALSE,TRUE,green
10.1175/2010JHM1202.1,FALSE,TRUE,green
10.1029/2010WR009434,FALSE,FALSE,closed
10.1038/ngeo1571,FALSE,TRUE,green
10.5194/hess-15-471-2011,TRUE,TRUE,gold
10.1175/2009JHM1181.1,FALSE,TRUE,hybrid
10.1175/1525-7541(2002)003<0524:SSMOWR>2.0.CO;2,FALSE,TRUE,hybrid
10.5194/tc-8-785-2014,TRUE,TRUE,gold
10.1029/96JD03057,FALSE,FALSE,closed
10.1021/es050787z,FALSE,FALSE,closed
10.1016/S1352-2310(02)00573-3,FALSE,FALSE,closed
10.1016/0004-6981(85)90167-2,FALSE,FALSE,closed
10.1002/2013JD020992,FALSE,FALSE,closed
10.1029/2001JD000779,FALSE,FALSE,closed
10.1021/ac061249n,FALSE,FALSE,closed
10.5194/acp-9-7257-2009,TRUE,TRUE,gold
10.1021/jp074903r,FALSE,TRUE,green
10.1002/2017JD027768,FALSE,FALSE,closed
10.1038/337241a0,FALSE,FALSE,closed
10.1039/a907362k,FALSE,TRUE,green
10.1080/10473289.1991.10466954,FALSE,FALSE,closed
10.1021/acs.est.6b01770,FALSE,TRUE,hybrid
10.1029/94GB03103,FALSE,FALSE,closed
10.1002/2016GL069894,FALSE,TRUE,green
10.1016/S0016-2361(83)80019-2,FALSE,FALSE,closed
10.1021/jp001155w,FALSE,FALSE,closed
10.1021/acs.jpca.5b09837,FALSE,FALSE,closed
10.1039/c6cp06276h,FALSE,FALSE,closed
10.1029/1998JD100084,FALSE,TRUE,green
10.5194/amt-2-193-2009,TRUE,TRUE,gold
10.1029/2017JD028082,FALSE,TRUE,green
10.1029/1999JD900025,FALSE,TRUE,green
10.5942/jawwa.2014.106.0141,FALSE,FALSE,closed
10.1021/es201955u,FALSE,FALSE,closed
10.1029/1998GL900100,FALSE,FALSE,closed
10.1029/1999GL010927,FALSE,FALSE,closed
10.5194/acp-10-6503-2010,TRUE,TRUE,gold
10.1038/ngeo177,FALSE,FALSE,closed
10.1038/nature07035,FALSE,FALSE,closed
10.1029/2004JD004769,FALSE,TRUE,green
10.1002/jgrd.50637,FALSE,FALSE,closed
10.1021/es204632r,FALSE,FALSE,closed
10.1175/1520-0469(1959)016<0053:TCOSCT>2.0.CO;2,FALSE,TRUE,hybrid
10.1126/science.1158777,FALSE,FALSE,closed
10.1021/cr020507n,FALSE,FALSE,closed
10.1080/10473289.1997.10464063,FALSE,FALSE,closed
10.1029/98JD01620,FALSE,FALSE,closed
10.1039/c2cs35208g,FALSE,FALSE,closed
10.1039/b503071d,FALSE,FALSE,closed
10.1038/28530,FALSE,FALSE,closed
10.1021/cr5006638,FALSE,TRUE,hybrid
10.1016/S1352-2310(02)01007-5,FALSE,TRUE,green
10.1038/nature08905,FALSE,FALSE,closed
10.1021/ef801024s,FALSE,FALSE,closed
10.2355/isijinternational.ISIJINT-2017-302,TRUE,TRUE,gold
10.1016/S0016-2361(99)00231-8,FALSE,FALSE,closed
